,선수,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,WPA,생일
167,강승호22두2B,134,487,444,54,117,28,1,10,177,62,13,5,29,3,0,100,8,6,5,.264,.310,.399,.708,.320,100.5,2.34,0.53,1994-02-09
168,서건창19키2B,113,486,426,67,128,23,3,2,163,41,17,3,49,3,1,50,5,3,5,.300,.373,.383,.755,.352,112.6,2.34,0.10,1989-08-22
169,오지환21LSS,134,532,464,62,118,19,2,8,165,57,12,6,54,5,0,82,11,4,5,.254,.335,.356,.691,.327,93.9,2.33,-0.53,1990-03-12
170,유강남22LC,139,469,416,54,106,16,0,8,146,47,0,0,34,11,1,98,9,6,2,.255,.326,.351,.677,.314,94.9,2.30,0.41,1992-07-15
171,김선빈19KSS,121,447,394,55,115,22,0,3,146,40,5,4,43,1,0,26,7,5,4,.292,.360,.371,.730,.340,104.6,2.30,1.05,1989-12-18
172,렉스22롯CF,56,251,218,32,72,10,1,8,108,34,3,0,26,5,2,44,4,0,2,.330,.410,.495,.906,.411,156.3,2.30,1.32,1993-11-12
173,최형우22KDH,132,530,454,55,120,27,1,14,191,71,1,0,73,1,5,92,9,0,2,.264,.366,.421,.787,.361,123.3,2.29,1.16,1983-12-16
174,김선빈20K2B,85,351,303,42,100,19,0,1,122,37,1,1,40,2,0,43,12,1,5,.330,.406,.403,.808,.378,121.1,2.26,1.07,1989-12-18
175,고종욱19SLF,137,513,492,76,159,25,7,3,207,56,31,10,18,1,1,89,5,0,2,.323,.347,.421,.768,.353,115.5,2.26,1.73,1989-01-11
176,류지혁22K3B,127,477,405,55,112,19,2,2,141,48,8,4,56,6,0,83,6,8,2,.277,.371,.348,.719,.338,107.8,2.26,1.01,1994-01-13
177,박동원20키C,112,372,324,45,81,21,0,12,138,50,0,0,38,6,0,68,10,2,2,.250,.338,.426,.764,.345,104.5,2.24,0.23,1990-04-07
178,김동엽20삼DH,115,451,413,60,129,21,0,20,210,74,4,4,29,4,0,79,14,1,4,.312,.360,.508,.869,.385,123.6,2.24,1.59,1990-07-24
179,장성우20KC,130,455,400,39,111,15,0,13,165,79,0,0,38,1,0,64,15,10,6,.278,.337,.413,.750,.333,92.1,2.22,0.62,1990-01-17
180,박경수19K2B,136,489,420,43,104,24,0,10,158,65,0,1,55,4,1,102,14,4,6,.248,.336,.376,.712,.329,98.4,2.21,0.30,1984-03-31
181,이용규20한CF,120,487,419,60,120,14,2,1,141,32,17,8,59,6,0,36,9,2,1,.286,.381,.337,.718,.345,102.8,2.21,1.07,1985-08-26
182,유강남21LC,130,441,397,39,100,16,0,11,149,60,2,0,25,14,1,75,11,3,2,.252,.317,.375,.693,.323,93.3,2.20,-0.94,1992-07-15
183,서건창20키DH,135,595,484,79,134,28,5,5,187,52,24,10,91,5,1,58,8,5,10,.277,.390,.386,.776,.361,111.4,2.17,1.19,1989-08-22
184,박민우22N2B,104,451,390,61,104,22,1,4,140,38,21,4,42,10,5,55,7,6,3,.267,.351,.359,.710,.326,101.0,2.13,0.62,1993-02-06
185,최지훈21SCF,136,534,461,75,121,19,6,5,167,45,26,6,51,8,0,71,6,8,6,.262,.342,.362,.705,.330,93.8,2.12,-0.19,1997-07-23
186,한유섬19SRF,125,502,427,52,113,20,0,12,169,52,0,1,55,20,4,100,6,0,0,.265,.375,.396,.770,.361,116.9,2.11,0.83,1989-08-09
187,강민호22삼C,130,444,396,38,102,19,1,13,162,66,0,0,41,3,4,58,21,1,3,.258,.330,.409,.739,.335,103.6,2.11,0.55,1985-08-18
188,김지찬22삼2B,113,429,361,62,101,7,6,0,120,25,25,4,45,2,0,64,2,19,2,.280,.361,.332,.693,.317,93.2,2.08,0.63,2001-03-08
189,채은성20LRF,109,464,416,59,122,17,2,15,188,88,0,3,32,9,1,69,12,0,7,.293,.351,.452,.803,.361,116.9,2.08,-0.14,1990-02-06
190,허경민21두3B,136,518,468,61,130,24,1,5,171,59,5,7,36,8,1,35,21,3,3,.278,.338,.365,.703,.332,96.8,2.07,-0.83,1990-08-26
191,손아섭22NRF,138,617,548,72,152,29,4,4,201,48,6,3,59,3,2,76,9,1,6,.277,.347,.367,.714,.333,105.7,2.07,1.43,1988-03-18
192,정은원19한2B,142,624,564,83,148,27,6,8,211,57,14,7,48,0,0,101,6,6,6,.262,.317,.374,.691,.317,91.8,2.06,0.05,2000-01-17
193,박계범21두SS,118,385,322,44,86,12,1,5,115,46,4,3,44,9,0,68,8,7,3,.267,.368,.357,.725,.344,104.8,2.06,0.60,1996-01-11
194,정수빈19두CF,123,513,441,75,117,19,5,0,146,42,26,8,57,6,0,60,6,4,5,.265,.354,.331,.685,.325,94.8,2.05,0.15,1990-10-07
195,모창민19N1B,101,386,341,49,104,21,2,10,159,55,3,2,31,3,1,62,8,0,11,.305,.358,.466,.824,.371,124.4,2.04,0.47,1985-05-08
196,안치홍20롯2B,124,460,412,49,118,28,0,8,170,54,14,3,35,7,2,47,11,4,2,.286,.351,.413,.764,.346,99.1,2.01,-0.20,1990-07-02
197,송성문22키3B,142,601,547,67,135,21,4,13,203,79,0,1,45,1,6,65,8,1,7,.247,.302,.371,.673,.305,88.1,2.01,-1.23,1996-08-29
198,이원석19삼3B,111,455,395,44,97,20,0,19,174,76,2,1,43,8,0,73,10,2,7,.246,.327,.441,.767,.346,104.8,1.98,0.89,1986-10-21
199,권희동20NRF,123,426,346,67,90,16,0,12,142,50,3,0,58,11,0,72,6,6,5,.260,.379,.410,.789,.360,109.3,1.98,1.68,1990-12-30
200,김재호20두SS,120,457,401,48,116,15,1,2,139,39,6,2,45,4,1,45,17,2,5,.289,.363,.347,.709,.334,95.3,1.98,-0.09,1985-03-21
201,김현준22삼CF,118,422,363,57,100,19,4,0,127,22,5,3,45,6,0,80,1,8,0,.275,.365,.350,.715,.334,105.5,1.96,0.64,2002-10-11
202,구자욱19삼RF,122,526,475,66,127,27,6,15,211,71,11,3,38,7,2,88,5,0,6,.267,.327,.444,.771,.348,107.6,1.95,1.16,1993-02-12
203,고승민22롯RF,92,262,234,31,74,15,1,5,106,30,1,4,25,0,0,47,6,2,1,.316,.381,.453,.834,.381,134.4,1.95,1.34,2000-08-11
204,심우준19KSS,138,433,391,54,109,13,1,3,133,28,24,3,23,6,0,68,7,12,1,.279,.328,.340,.668,.307,81.9,1.92,-1.54,1995-04-28
205,구자욱22삼RF,99,442,409,69,119,23,3,5,163,37,11,1,27,3,2,84,7,1,2,.291,.338,.399,.736,.338,107.1,1.91,-0.31,1993-02-12
206,김태연21한3B,53,220,176,29,53,12,0,3,74,34,5,3,34,5,0,44,4,0,5,.301,.418,.420,.839,.397,138.8,1.91,1.99,1997-06-10
207,김태균19한DH,127,500,433,47,132,21,0,6,171,62,3,0,54,5,5,94,15,0,8,.305,.382,.395,.777,.360,121.8,1.90,0.40,1982-05-29
208,김혜성19키2B,122,387,348,57,96,17,6,0,125,32,20,3,29,2,1,85,4,4,4,.276,.332,.359,.691,.319,88.1,1.90,0.25,1999-01-27
209,박준태20키CF,128,443,347,71,85,13,1,5,115,29,5,1,65,19,0,120,4,9,3,.245,.389,.331,.721,.344,101.8,1.89,0.81,1991-07-26
210,유한준21KDH,104,336,281,30,87,16,0,5,118,42,1,0,44,7,5,34,12,0,4,.310,.411,.420,.831,.389,130.5,1.87,1.27,1981-07-01
211,이창진22KLF,111,404,346,56,104,14,0,7,139,48,3,5,41,2,0,63,7,11,4,.301,.374,.402,.776,.352,117.2,1.84,-0.65,1991-03-04
212,강한울22삼3B,93,252,226,31,73,12,1,1,90,26,4,2,20,0,0,48,2,4,2,.323,.375,.398,.773,.355,119.4,1.83,-0.53,1991-09-12
213,강민호19삼C,112,393,346,36,81,20,0,13,140,45,0,0,33,9,2,76,9,2,3,.234,.315,.405,.719,.327,92.2,1.83,0.46,1985-08-18
214,페르난데스22두DH,139,550,508,52,157,28,0,6,203,77,0,0,35,2,0,45,34,0,5,.309,.353,.400,.752,.349,118.6,1.83,-0.21,1988-04-27
215,김준태22KC,98,270,231,28,63,16,1,4,93,27,2,0,33,0,1,77,4,3,3,.273,.360,.403,.762,.348,113.0,1.82,0.54,1994-07-31
216,박병호20키1B,93,383,309,56,69,7,0,21,139,66,0,0,57,9,2,114,8,0,8,.223,.353,.450,.802,.357,115.7,1.81,0.50,1986-07-10
217,김주원22NSS,96,326,273,35,62,10,2,10,106,47,10,3,30,14,1,89,4,9,0,.227,.334,.388,.723,.327,100.7,1.81,-0.41,2002-07-30
218,강진성20N1B,121,432,395,53,122,25,0,12,183,70,9,1,20,9,0,46,11,2,6,.309,.351,.463,.815,.364,112.0,1.81,0.78,1993-10-19
219,이대호19롯DH,135,549,485,48,138,23,1,16,211,88,0,0,48,9,4,65,19,0,7,.285,.355,.435,.790,.360,118.3,1.79,0.94,1982-06-21
220,이학주19삼SS,118,436,385,43,101,14,3,7,142,36,15,5,32,10,0,89,3,5,4,.262,.332,.369,.701,.324,92.7,1.78,-0.20,1990-11-04
221,최재훈22한C,114,437,364,38,81,14,0,5,110,30,1,1,44,21,0,65,17,5,2,.223,.339,.302,.641,.308,87.4,1.78,-1.31,1989-08-27
222,박세혁20두C,124,423,360,47,97,18,2,4,131,51,5,3,35,12,0,45,7,9,7,.269,.348,.364,.712,.326,90.8,1.77,1.06,1990-01-09
223,심우준21KSS,139,460,407,61,109,20,2,6,151,48,16,6,32,4,0,65,2,10,6,.268,.323,.371,.694,.318,83.3,1.74,-0.16,1995-04-28
224,김인태21두RF,133,418,344,51,89,15,1,8,130,46,0,2,62,3,0,67,10,5,4,.259,.373,.378,.751,.355,113.3,1.74,1.54,1994-07-03
225,장성우21KC,127,460,385,46,89,13,0,14,144,63,1,2,60,3,3,69,16,9,3,.231,.337,.374,.711,.328,90.6,1.73,1.25,1990-01-17
226,이명기20NLF,136,540,477,82,146,18,3,2,176,45,12,7,50,4,0,78,6,5,4,.306,.374,.369,.743,.347,101.8,1.70,1.00,1987-12-26
227,김헌곤19삼LF,114,467,411,57,122,20,1,5,159,46,10,8,37,8,1,41,18,5,6,.297,.362,.387,.748,.346,107.6,1.68,-0.37,1988-11-09
228,정의윤19SDH,110,419,380,44,107,24,0,13,170,59,0,0,30,6,1,60,9,0,2,.282,.342,.447,.790,.359,115.8,1.68,0.47,1986-07-25
229,김민성19L3B,107,401,361,44,94,16,0,8,134,50,2,1,30,4,0,75,12,5,1,.260,.323,.371,.694,.320,94.6,1.66,0.43,1988-12-17
230,김성현21S2B,110,274,237,27,67,15,0,6,100,37,5,2,29,0,0,29,8,4,4,.283,.356,.422,.778,.357,109.8,1.65,1.24,1987-03-09
231,김강민19SCF,127,460,422,54,114,14,2,8,156,50,15,8,31,4,3,103,2,0,3,.270,.324,.370,.694,.321,90.7,1.63,-0.67,1982-09-13
232,김휘집22키SS,112,393,333,40,74,12,1,8,112,36,0,0,39,14,0,115,6,3,4,.222,.326,.336,.662,.312,93.6,1.58,-1.22,2002-01-01
233,양석환22두1B,107,446,406,58,99,14,1,20,175,51,1,0,32,7,3,101,3,0,1,.244,.309,.431,.741,.334,113.0,1.57,0.05,1991-07-15
234,심우준22KSS,132,449,388,69,93,8,2,4,117,34,23,2,43,2,0,75,11,11,4,.240,.316,.302,.617,.287,72.0,1.55,-1.06,1995-04-28
235,나성범19NCF,23,106,93,19,34,12,1,4,60,14,2,1,12,1,0,26,2,0,0,.366,.443,.645,1.089,.483,201.0,1.54,0.52,1989-10-03
236,송우현21키RF,69,282,250,34,74,17,2,3,104,42,1,1,28,2,1,49,4,1,1,.296,.370,.416,.786,.368,117.4,1.51,0.62,1996-12-27
237,이재원21SC,107,313,271,29,76,13,0,3,98,30,0,2,29,5,4,47,14,6,2,.280,.358,.362,.720,.334,95.2,1.50,0.18,1988-02-24
238,조용호20KLF,132,482,409,73,121,15,0,0,136,32,12,3,64,2,1,83,6,5,2,.296,.392,.333,.725,.347,99.7,1.48,1.84,1989-09-09
239,박병호21키1B,118,477,409,48,93,23,0,20,176,76,0,1,47,14,3,141,9,0,7,.227,.323,.430,.753,.343,106.4,1.47,0.01,1986-07-10
240,정수빈21두CF,104,351,313,50,81,19,4,3,117,37,12,7,29,3,1,50,7,4,2,.259,.326,.374,.700,.325,91.6,1.47,-0.07,1990-10-07
241,하주석22한SS,125,483,444,50,115,18,2,5,152,58,20,6,31,3,1,126,4,2,3,.259,.310,.342,.652,.303,84.5,1.38,-0.21,1994-02-25
242,이명기21NLF,56,232,191,30,56,12,0,2,74,14,5,3,37,1,0,27,2,3,0,.293,.411,.387,.798,.381,126.6,1.38,1.03,1987-12-26
243,김재성22삼DH,63,185,161,16,54,10,0,3,73,26,0,0,18,2,0,40,4,1,3,.335,.402,.453,.856,.392,143.6,1.37,0.44,1996-10-30
244,살라디노20삼LF,44,163,132,26,37,8,0,6,63,27,6,1,23,7,0,41,3,0,1,.280,.411,.477,.888,.405,137.2,1.37,0.53,1989-07-20
245,윌슨19롯3B,68,268,231,21,58,15,0,9,100,37,0,2,31,5,0,60,8,0,1,.251,.351,.433,.784,.361,118.4,1.35,0.73,1990-07-29
246,김강민22SCF,84,202,178,24,54,11,0,5,80,18,1,3,18,3,2,39,1,2,1,.303,.375,.449,.824,.372,129.5,1.33,1.07,1982-09-13
247,권희동19NRF,116,413,348,37,89,17,0,6,124,41,3,0,50,7,1,60,10,5,3,.256,.358,.356,.714,.334,100.0,1.33,0.18,1990-12-30
248,권희동21NLF,55,171,133,25,35,3,0,8,62,26,2,0,29,5,1,24,4,1,3,.263,.406,.466,.872,.400,136.7,1.32,0.63,1990-12-30
249,박석민21N3B,59,205,171,27,44,8,0,10,82,41,0,0,27,2,1,43,8,3,2,.257,.361,.480,.841,.377,121.5,1.32,0.01,1985-06-22
250,장성우19KC,126,412,365,25,96,7,0,7,124,41,0,1,35,2,2,86,11,4,6,.263,.326,.340,.666,.309,83.6,1.32,-1.85,1990-01-17
251,오윤석20롯2B,63,197,168,31,50,7,1,4,71,32,2,1,24,2,0,47,2,1,2,.298,.388,.423,.810,.373,117.0,1.31,0.44,1992-02-24
252,한유섬20SRF,62,231,193,35,48,5,0,15,98,31,2,0,30,6,1,49,8,0,2,.249,.364,.508,.871,.383,121.2,1.31,0.56,1989-08-09
253,박세혁22두C,128,402,351,33,87,13,1,3,111,41,2,2,33,6,1,71,4,8,4,.248,.320,.316,.636,.295,80.4,1.29,-1.26,1990-01-09
254,이원석20삼3B,121,467,403,46,108,17,0,13,164,74,0,1,49,2,1,82,7,1,12,.268,.341,.407,.748,.338,94.3,1.29,0.22,1986-10-21
255,허정협20키LF,111,360,314,45,84,12,0,10,126,43,0,0,40,2,0,73,7,3,1,.268,.353,.401,.754,.346,104.5,1.28,1.38,1990-02-17
256,류지혁21K3B,92,327,273,37,76,8,0,2,90,34,0,0,42,7,1,46,7,2,3,.278,.385,.330,.714,.348,104.4,1.28,-0.08,1994-01-13
257,이지영22키C,137,450,420,38,112,13,4,2,139,37,1,1,20,2,2,44,16,8,0,.267,.303,.331,.634,.290,75.6,1.26,-1.85,1986-02-27
258,박해민19삼CF,144,581,506,64,121,16,7,5,166,44,24,7,58,2,0,82,4,12,3,.239,.318,.328,.646,.300,76.8,1.26,-1.36,1990-02-24
259,황성빈22롯CF,102,353,320,62,94,12,4,1,117,16,10,12,22,2,0,55,2,7,2,.294,.341,.366,.707,.324,95.3,1.23,-0.39,1997-12-19
260,유민상19K1B,61,202,175,23,51,15,0,5,81,26,0,0,23,4,0,35,6,0,0,.291,.386,.463,.849,.391,139.6,1.23,0.46,1989-04-13
261,반즈20한1B,74,319,283,38,75,17,1,9,121,42,2,1,27,7,1,81,4,0,2,.265,.342,.428,.769,.349,104.5,1.23,0.31,1986-05-15
262,페게로19L1B,52,214,199,24,57,10,0,9,94,44,2,1,12,2,0,63,2,0,1,.286,.332,.472,.804,.364,127.3,1.22,1.80,1987-02-22
263,이원석21삼3B,131,480,399,40,92,19,0,9,138,59,1,0,60,11,2,80,11,2,8,.231,.341,.346,.687,.327,89.8,1.22,-0.29,1986-10-21
264,김태군22삼C,102,235,205,20,61,11,0,2,78,25,0,0,17,4,0,34,15,6,3,.298,.358,.380,.739,.337,106.3,1.22,-0.17,1989-12-30
265,라가레스22SLF,49,202,180,24,57,9,0,6,84,32,3,1,14,1,1,18,4,4,3,.317,.364,.467,.830,.368,126.9,1.19,1.19,1989-03-17
266,이재원22LDH,85,253,223,31,50,8,2,13,101,43,3,1,18,12,2,77,3,0,0,.224,.316,.453,.769,.346,122.0,1.19,0.61,1999-07-17
267,피터스22롯CF,85,354,316,32,72,16,0,13,127,48,7,4,26,8,1,77,5,0,4,.228,.299,.402,.701,.319,93.7,1.18,1.09,1995-12-12
268,김인태22두RF,83,279,235,25,58,6,0,5,79,25,1,0,41,3,1,47,6,0,0,.247,.366,.336,.702,.337,109.9,1.17,0.08,1994-07-03
269,박찬호21KSS,131,483,418,51,103,15,5,1,131,59,9,4,54,0,0,73,11,8,3,.246,.331,.313,.644,.308,77.7,1.15,0.17,1995-06-05
270,김병희21K3B,34,69,51,16,15,3,0,5,33,13,3,0,13,3,0,14,0,2,0,.294,.463,.647,1.110,.476,189.8,1.15,1.10,1990-12-06
271,안권수22두RF,76,267,239,43,71,7,2,0,82,20,3,4,26,1,0,40,6,1,0,.297,.368,.343,.712,.339,108.3,1.15,-0.47,1993-04-19
272,김헌곤21삼LF,118,364,317,38,89,8,2,4,113,27,5,4,34,5,0,46,9,3,5,.281,.355,.356,.711,.338,98.1,1.14,-1.03,1988-11-09
273,이지영20키C,101,289,262,22,81,10,2,0,95,36,1,1,19,4,1,28,8,3,1,.309,.364,.363,.726,.338,95.4,1.14,0.37,1986-02-27
274,로맥21S1B,107,421,355,55,80,11,0,20,151,52,1,0,59,4,1,83,9,0,3,.225,.340,.425,.765,.354,105.5,1.13,-0.59,1985-09-30
275,정수빈22두CF,127,455,405,58,105,12,4,3,134,41,15,8,39,1,1,56,2,6,4,.259,.323,.331,.654,.303,85.3,1.13,0.81,1990-10-07
276,이원석22삼3B,88,335,288,31,77,13,0,10,120,60,0,0,33,5,2,70,7,3,6,.267,.346,.417,.763,.345,110.2,1.12,1.31,1986-10-21
277,김호재20삼3B,65,138,118,19,38,5,0,1,46,10,2,0,16,3,0,19,1,1,0,.322,.416,.390,.806,.381,124.4,1.11,0.03,1995-05-31
278,이대호21롯DH,114,465,420,39,120,11,0,19,188,81,0,0,34,5,3,50,12,0,6,.286,.342,.448,.790,.361,111.3,1.10,1.44,1982-06-21
279,황대인22K1B,129,524,476,40,122,27,0,14,191,91,0,0,36,7,2,92,20,0,5,.256,.315,.401,.716,.327,100.0,1.08,-1.18,1996-02-10
280,문보경21L1B,107,329,278,37,64,11,1,8,101,39,3,1,46,0,1,64,5,3,2,.230,.337,.363,.701,.329,97.1,1.06,0.79,2000-07-19
281,지시완21롯C,73,187,166,23,40,9,0,7,70,26,0,0,14,5,0,54,6,2,0,.241,.319,.422,.741,.340,96.8,1.04,0.01,1994-04-10
282,송광민19한3B,122,486,454,50,119,21,0,7,161,51,8,2,21,3,0,91,18,3,5,.262,.296,.355,.651,.300,80.0,1.04,-1.60,1983-06-24
283,이대호20롯DH,144,611,542,67,158,27,0,20,245,110,1,0,53,5,9,68,21,0,11,.292,.354,.452,.806,.357,106.1,1.02,3.56,1982-06-21
284,조수행21두CF,115,104,84,34,24,2,1,1,31,8,21,4,16,3,0,26,1,1,0,.286,.418,.369,.787,.381,128.1,1.01,0.48,1993-08-30
285,박계범19삼SS,58,204,168,26,43,8,1,4,65,25,5,1,22,5,0,45,7,6,3,.256,.354,.387,.740,.336,99.9,1.01,-0.34,1996-01-11
286,전의산22S1B,77,266,241,36,60,15,1,13,116,45,0,0,24,0,3,84,6,0,1,.249,.316,.481,.797,.353,114.0,1.00,0.20,2000-11-25
287,김민혁19KLF,127,521,466,68,131,10,1,0,143,32,22,10,32,13,0,61,8,5,5,.281,.341,.307,.648,.309,82.7,1.00,-0.27,1995-11-21
288,이병규20롯1B,53,194,164,28,45,4,0,9,76,32,0,0,28,1,0,55,5,0,1,.274,.381,.463,.845,.383,123.9,0.97,0.91,1983-10-09
289,김민성20L3B,87,333,297,29,79,20,0,5,114,47,2,1,24,4,2,66,8,4,4,.266,.325,.384,.709,.319,87.8,0.96,-0.30,1988-12-17
290,김준태20롯C,128,369,306,38,69,12,2,5,100,43,2,2,56,1,0,64,5,3,3,.225,.344,.327,.671,.318,81.7,0.95,0.11,1994-07-31
291,김태연22한3B,119,464,404,46,97,18,0,7,136,53,3,2,48,5,1,106,9,3,4,.240,.325,.337,.662,.310,89.1,0.95,-1.45,1997-06-10
292,아수아헤19롯2B,48,194,163,34,41,5,4,2,60,21,3,2,26,1,1,24,0,3,1,.252,.356,.368,.724,.334,102.2,0.94,0.63,1991-11-02
293,강승호21두2B,113,340,301,47,72,16,2,7,113,37,8,2,22,6,1,78,8,8,3,.239,.301,.375,.677,.307,81.8,0.94,-0.93,1994-02-09
294,송성문21키3B,66,274,245,30,61,10,1,6,91,33,0,0,25,1,0,42,2,2,1,.249,.320,.371,.691,.323,90.2,0.94,0.26,1996-08-29
295,이형종21LDH,90,281,239,32,52,11,0,10,93,34,3,1,34,7,1,65,10,1,0,.218,.332,.389,.721,.338,104.8,0.93,-2.58,1989-06-07
296,김강민20SCF,122,327,289,39,73,11,1,12,122,45,7,5,27,4,2,62,10,5,2,.253,.323,.422,.745,.329,88.0,0.93,0.17,1982-09-13
297,안중열21롯C,58,157,125,19,29,5,0,3,43,16,0,0,27,1,0,25,1,3,1,.232,.370,.344,.714,.341,98.7,0.92,0.36,1995-09-01
298,정은원20한2B,79,303,254,28,63,9,2,3,85,29,1,1,41,5,0,41,4,2,1,.248,.362,.335,.697,.332,94.1,0.92,-0.20,2000-01-17
299,조셉19L1B,55,217,197,17,54,3,0,9,84,36,0,1,14,4,0,46,3,0,2,.274,.332,.426,.758,.347,115.6,0.91,0.07,1991-07-16
300,박찬호19K3B,133,541,504,60,131,15,4,2,160,49,39,6,26,4,0,83,8,5,2,.260,.300,.317,.618,.289,68.7,0.91,-0.19,1995-06-05
301,김지찬21삼SS,120,336,296,50,81,6,0,1,90,26,23,4,27,0,0,31,0,10,3,.274,.331,.304,.635,.300,73.4,0.90,0.08,2001-03-08
302,오승택19K1B,62,199,187,36,52,11,1,4,77,22,9,0,11,0,0,39,4,0,1,.278,.317,.412,.728,.334,101.2,0.89,0.48,1991-11-18
303,김강민21SCF,122,260,223,43,53,12,1,8,91,27,3,3,25,6,1,52,3,3,3,.238,.327,.408,.735,.336,95.1,0.88,-0.65,1982-09-13
304,이지영19키C,106,331,308,40,87,5,1,1,97,39,5,1,15,1,1,28,14,6,1,.282,.317,.315,.632,.293,73.3,0.88,-1.51,1986-02-27
305,김민혁21KLF,75,198,171,22,54,6,2,1,67,13,6,3,20,2,0,27,3,5,0,.316,.394,.392,.786,.367,115.7,0.87,0.14,1995-11-21
306,채태인20SDH,71,189,160,11,45,5,0,7,71,24,0,0,29,0,2,33,4,0,0,.281,.392,.444,.835,.380,121.5,0.85,-0.39,1982-10-11
307,오윤석22K2B,111,337,286,23,67,13,0,6,98,37,2,1,34,6,0,69,9,5,6,.234,.322,.343,.665,.308,86.1,0.84,0.26,1992-02-24
308,노시환20한3B,107,387,346,46,76,18,2,12,134,43,0,1,33,6,1,116,8,1,1,.220,.298,.387,.685,.310,78.7,0.83,-2.10,2000-12-03
309,김민성21L3B,121,426,360,35,80,22,0,8,126,39,3,3,42,8,2,73,7,11,5,.222,.313,.350,.663,.305,80.7,0.83,-0.60,1988-12-17
310,박민우21N2B,50,215,180,30,47,5,3,1,61,18,12,3,22,7,0,23,4,4,2,.261,.360,.339,.699,.333,94.8,0.83,-0.50,1993-02-06
311,하주석20한SS,72,281,262,22,75,11,0,2,92,32,4,1,13,2,0,66,3,2,2,.286,.323,.351,.674,.312,81.0,0.83,-0.50,1994-02-25
312,터커21KLF,127,539,468,42,111,24,1,9,164,59,0,0,61,8,1,66,12,0,2,.237,.334,.350,.684,.327,91.0,0.81,0.02,1990-07-06
313,오태곤21S1B,122,253,235,47,63,10,0,9,100,35,9,4,14,2,0,52,4,1,1,.268,.314,.426,.739,.339,97.0,0.81,-0.33,1991-11-18
314,오윤석21롯K2B,98,198,164,23,40,11,0,4,63,16,4,0,27,2,1,47,4,5,0,.244,.358,.384,.742,.343,99.2,0.80,-1.60,1992-02-24
315,오태곤20KSLF,94,258,234,36,64,12,1,5,93,35,15,6,13,7,0,47,6,4,0,.274,.331,.397,.728,.330,89.7,0.80,0.08,1991-11-18
316,최정원21N2B,72,238,212,40,60,4,2,0,68,8,10,7,18,4,0,40,0,4,0,.283,.350,.321,.671,.322,88.4,0.80,-0.60,2000-06-24
317,김민혁22두1B,38,97,88,11,25,2,0,5,42,16,0,0,7,2,0,25,6,0,0,.284,.351,.477,.828,.377,142.7,0.79,0.11,1996-05-03
318,안재석21두SS,96,224,200,28,51,8,2,2,69,14,1,0,16,4,0,53,4,0,4,.255,.317,.345,.662,.314,83.8,0.79,-1.02,2002-02-15
319,김웅빈21키3B,97,278,231,23,55,13,1,5,85,34,1,1,34,9,2,73,2,2,2,.238,.355,.368,.723,.341,101.6,0.78,0.26,1996-02-09
320,이성곤21삼한1B,62,208,174,17,46,12,2,1,65,24,1,3,29,3,0,53,4,1,1,.264,.377,.374,.750,.359,113.7,0.77,-0.88,1992-03-25
321,호잉21KRF,68,294,259,32,62,11,1,11,108,52,5,2,26,4,2,52,2,0,5,.239,.313,.417,.730,.332,93.5,0.76,-0.01,1989-05-18
322,김민식22KSC,104,266,222,30,49,9,1,2,66,28,0,0,32,2,1,45,4,7,3,.221,.321,.297,.618,.288,73.4,0.76,-0.99,1989-06-28
323,김재유21롯CF,87,192,174,27,50,8,0,1,61,18,7,0,10,4,0,36,1,4,0,.287,.340,.351,.691,.325,87.4,0.76,0.46,1992-08-07
324,정근우19한CF,88,305,277,37,77,10,1,3,98,30,8,5,20,4,1,43,11,3,1,.278,.334,.354,.688,.320,94.3,0.75,-0.50,1982-10-02
325,최주환19두2B,87,325,285,27,79,13,0,4,104,47,0,0,28,1,0,35,10,0,11,.277,.332,.365,.697,.323,95.2,0.75,-0.87,1988-02-28
326,김웅빈20키1B,73,235,207,25,57,13,0,8,94,31,1,0,17,3,1,65,6,5,3,.275,.335,.454,.789,.344,104.1,0.75,0.14,1996-02-09
327,강로한19롯2B,104,306,288,38,69,15,6,4,108,25,7,1,13,3,0,107,3,1,1,.240,.279,.375,.654,.298,77.1,0.74,-0.08,1992-05-13
328,김인환22한1B,113,429,398,48,104,14,0,16,166,54,2,0,24,3,2,111,4,0,4,.261,.305,.417,.722,.327,100.3,0.73,-1.43,1994-01-28
329,김주원21NSS,69,189,166,20,40,7,1,5,64,16,6,2,17,2,0,57,5,2,2,.241,.316,.386,.701,.324,87.8,0.73,-0.58,2002-07-30
330,김도영22K3B,103,254,224,37,53,11,4,3,81,19,13,3,22,3,0,62,3,4,1,.237,.312,.362,.674,.309,88.1,0.72,-0.53,2003-10-02
331,이창진20KCF,22,99,88,19,29,8,1,0,39,7,0,1,10,1,0,17,2,0,0,.330,.404,.443,.847,.392,130.7,0.72,0.16,1991-03-04
332,김주찬19K1B,100,363,337,35,101,16,0,3,126,32,3,1,17,5,3,44,6,1,3,.300,.340,.374,.714,.330,97.0,0.71,-0.46,1981-03-25
333,전병우20키3B,119,402,359,46,85,13,3,8,128,48,7,0,37,2,0,100,7,2,2,.237,.310,.357,.667,.307,77.8,0.71,0.20,1992-10-24
