,ID,이름,생일,팀,시즌,포지션,나이,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+
542,7,양준혁,1969-05-26,삼,2009,DH,41,82.0,322.0,249.0,51.0,82.0,16.0,0.0,11.0,131.0,48.0,3.0,4.0,63.0,4.0,4.0,24.0,7.0,1.0,5.0,0.329,0.464,0.526,0.99,0.438,158.6,2.71
543,207,허규옥,1956-08-08,삼,1986,RF,31,99.0,419.0,376.0,60.0,110.0,17.0,5.0,4.0,149.0,33.0,26.0,18.0,27.0,4.0,2.0,56.0,3.0,9.0,3.0,0.293,0.344,0.396,0.74,0.341,119.8,2.69
544,20,장효조,1956-07-06,롯,1989,RF,34,94.0,393.0,333.0,40.0,101.0,8.0,3.0,1.0,118.0,31.0,12.0,15.0,56.0,3.0,0.0,30.0,2.0,0.0,1.0,0.303,0.407,0.354,0.762,0.375,131.4,2.63
545,73,박한이,1979-01-28,삼,2007,CF,29,123.0,559.0,479.0,68.0,128.0,12.0,1.0,2.0,148.0,27.0,10.0,3.0,67.0,4.0,5.0,47.0,7.0,4.0,5.0,0.267,0.359,0.309,0.668,0.32,92.5,2.61
546,47,홍성흔,1977-02-28,두,2013,DH,37,127.0,538.0,469.0,61.0,140.0,21.0,0.0,15.0,206.0,72.0,5.0,3.0,57.0,6.0,0.0,93.0,15.0,3.0,3.0,0.299,0.379,0.439,0.819,0.381,126.9,2.6
547,273,신경식,1961-01-19,O,1989,1B,29,118.0,479.0,422.0,55.0,116.0,25.0,6.0,8.0,177.0,57.0,25.0,8.0,32.0,11.0,5.0,36.0,5.0,8.0,5.0,0.275,0.338,0.419,0.758,0.347,113.2,2.57
548,80,이진영,1980-06-15,L,2010,1B,31,104.0,417.0,378.0,56.0,125.0,28.0,0.0,7.0,174.0,50.0,10.0,4.0,32.0,1.0,0.0,40.0,7.0,2.0,4.0,0.331,0.381,0.46,0.841,0.382,127.2,2.57
549,116,정구선,1956-12-15,삼,1983,2B,28,97.0,404.0,356.0,44.0,91.0,11.0,0.0,15.0,147.0,35.0,1.0,5.0,35.0,4.0,3.0,43.0,4.0,8.0,1.0,0.256,0.328,0.413,0.741,0.335,112.4,2.55
550,174,이숭용,1971-03-10,현,2003,1B,33,133.0,573.0,511.0,70.0,150.0,25.0,0.0,18.0,229.0,76.0,4.0,2.0,47.0,4.0,0.0,69.0,10.0,7.0,4.0,0.294,0.355,0.448,0.803,0.358,113.8,2.54
551,63,로하스,1990-05-24,k,2017,CF,28,83.0,367.0,336.0,52.0,101.0,27.0,3.0,18.0,188.0,56.0,5.0,8.0,23.0,5.0,0.0,81.0,6.0,0.0,3.0,0.301,0.352,0.56,0.911,0.388,124.7,2.53
552,299,박기혁,1981-06-04,롯,2008,SS,28,113.0,404.0,351.0,47.0,102.0,13.0,1.0,1.0,120.0,36.0,16.0,7.0,40.0,2.0,0.0,47.0,6.0,8.0,3.0,0.291,0.364,0.342,0.706,0.334,99.1,2.52
553,119,박경수,1984-03-31,K,2018,2B,35,135.0,528.0,458.0,65.0,120.0,21.0,0.0,25.0,216.0,74.0,4.0,1.0,58.0,9.0,2.0,129.0,16.0,0.0,3.0,0.262,0.354,0.472,0.826,0.357,104.0,2.51
554,51,김재현,1975-10-02,S,2009,DH,35,112.0,359.0,289.0,45.0,87.0,18.0,0.0,10.0,135.0,51.0,8.0,1.0,63.0,5.0,3.0,45.0,5.0,0.0,1.0,0.301,0.433,0.467,0.9,0.408,139.6,2.51
555,8,브룸바,1974-04-21,현,2003,LF,30,70.0,297.0,264.0,45.0,80.0,18.0,1.0,14.0,142.0,51.0,3.0,5.0,29.0,2.0,0.0,43.0,6.0,0.0,2.0,0.303,0.374,0.538,0.912,0.401,143.8,2.5
556,129,강석천,1967-12-07,한,1998,3B,32,125.0,510.0,471.0,58.0,130.0,23.0,5.0,6.0,181.0,42.0,20.0,7.0,16.0,12.0,2.0,51.0,12.0,10.0,1.0,0.276,0.316,0.384,0.7,0.31,91.5,2.5
557,135,노찬엽,1965-01-15,M,1989,LF,25,102.0,422.0,352.0,54.0,101.0,18.0,6.0,1.0,134.0,56.0,13.0,10.0,53.0,1.0,0.0,14.0,14.0,8.0,8.0,0.287,0.374,0.381,0.755,0.355,118.9,2.5
558,304,브릭스,1971-12-26,해,1999,CF,29,115.0,382.0,361.0,48.0,102.0,14.0,6.0,23.0,197.0,74.0,6.0,3.0,13.0,3.0,0.0,85.0,7.0,3.0,2.0,0.283,0.311,0.546,0.857,0.357,108.2,2.48
559,77,이강돈,1961-02-27,빙,1988,LF,28,103.0,418.0,377.0,57.0,118.0,26.0,3.0,4.0,162.0,56.0,8.0,6.0,27.0,0.0,0.0,50.0,5.0,8.0,5.0,0.313,0.355,0.43,0.784,0.354,118.3,2.48
560,305,김문호,1987-06-22,롯,2016,LF,30,140.0,599.0,526.0,77.0,171.0,28.0,3.0,7.0,226.0,70.0,12.0,15.0,62.0,6.0,1.0,70.0,15.0,3.0,2.0,0.325,0.401,0.43,0.831,0.384,117.0,2.47
561,306,정의윤,1986-07-25,LS,2015,DH,30,91.0,297.0,259.0,38.0,83.0,14.0,0.0,14.0,139.0,51.0,5.0,0.0,26.0,9.0,0.0,46.0,6.0,0.0,3.0,0.32,0.397,0.537,0.934,0.411,145.6,2.46
562,81,이택근,1980-07-10,넥,2015,CF,36,105.0,401.0,347.0,61.0,113.0,16.0,1.0,10.0,161.0,44.0,11.0,6.0,44.0,3.0,4.0,53.0,8.0,3.0,4.0,0.326,0.402,0.464,0.866,0.386,122.6,2.46
563,5,장종훈,1968-04-10,빙,1987,SS,20,94.0,331.0,281.0,24.0,76.0,15.0,0.0,8.0,115.0,34.0,1.0,6.0,30.0,9.0,0.0,62.0,4.0,11.0,0.0,0.27,0.359,0.409,0.769,0.355,118.4,2.45
564,170,최준석,1983-02-15,롯,2014,DH,32,121.0,460.0,371.0,54.0,106.0,13.0,0.0,23.0,188.0,90.0,1.0,0.0,81.0,2.0,3.0,88.0,14.0,0.0,6.0,0.286,0.411,0.507,0.918,0.405,128.0,2.44
565,185,김상훈,1960-07-06,M,1986,1B,27,92.0,402.0,366.0,43.0,108.0,13.0,8.0,2.0,143.0,42.0,3.0,1.0,27.0,4.0,3.0,54.0,5.0,1.0,4.0,0.295,0.347,0.391,0.737,0.345,123.7,2.43
566,309,권희동,1990-12-30,N,2017,LF,28,141.0,554.0,472.0,72.0,135.0,20.0,2.0,19.0,216.0,86.0,3.0,3.0,51.0,17.0,1.0,90.0,12.0,7.0,7.0,0.286,0.371,0.458,0.829,0.363,110.9,2.42
567,311,이명기,1987-12-26,S,2015,LF,29,137.0,582.0,521.0,88.0,164.0,30.0,2.0,3.0,207.0,35.0,22.0,10.0,35.0,11.0,0.0,86.0,7.0,11.0,4.0,0.315,0.368,0.397,0.765,0.347,102.3,2.41
568,65,이범호,1981-11-25,K,2014,3B,34,105.0,406.0,350.0,47.0,94.0,23.0,0.0,19.0,174.0,82.0,2.0,2.0,41.0,11.0,1.0,89.0,9.0,0.0,4.0,0.269,0.36,0.497,0.857,0.375,111.8,2.41
569,10,강정호,1987-04-05,히,2008,SS,22,116.0,408.0,362.0,36.0,98.0,18.0,1.0,8.0,142.0,47.0,3.0,1.0,31.0,5.0,1.0,65.0,12.0,7.0,3.0,0.271,0.334,0.392,0.726,0.334,99.4,2.41
570,110,조원우,1971-04-08,쌍,1997,LF,27,126.0,489.0,424.0,61.0,136.0,18.0,9.0,5.0,187.0,49.0,15.0,7.0,24.0,2.0,3.0,48.0,13.0,33.0,6.0,0.321,0.355,0.441,0.796,0.333,106.8,2.41
571,86,이호준,1976-02-08,N,2013,DH,38,126.0,508.0,442.0,46.0,123.0,25.0,1.0,20.0,210.0,87.0,2.0,3.0,60.0,1.0,3.0,109.0,8.0,0.0,5.0,0.278,0.362,0.475,0.837,0.381,126.9,2.4
572,314,알드리지,1979-06-13,넥,2011,LF,33,117.0,480.0,414.0,55.0,98.0,20.0,1.0,20.0,180.0,73.0,6.0,2.0,59.0,2.0,2.0,139.0,5.0,0.0,5.0,0.237,0.331,0.435,0.766,0.351,110.6,2.4
573,316,장민석,1982-05-09,넥,2010,CF,29,119.0,493.0,435.0,60.0,123.0,16.0,10.0,1.0,162.0,47.0,41.0,14.0,41.0,1.0,0.0,74.0,6.0,12.0,4.0,0.283,0.343,0.372,0.715,0.325,88.7,2.4
574,122,가르시아,1975-10-29,롯,2010,RF,36,118.0,485.0,429.0,73.0,108.0,16.0,1.0,26.0,204.0,83.0,3.0,0.0,49.0,2.0,1.0,123.0,4.0,0.0,5.0,0.252,0.328,0.476,0.803,0.356,109.3,2.4
575,80,이진영,1980-06-15,S,2008,1B,29,95.0,363.0,324.0,53.0,102.0,20.0,0.0,8.0,146.0,53.0,12.0,6.0,31.0,3.0,3.0,26.0,4.0,2.0,3.0,0.315,0.377,0.451,0.827,0.38,131.3,2.39
576,267,서정환,1955-02-25,해,1986,2B,32,108.0,432.0,375.0,55.0,96.0,12.0,1.0,3.0,119.0,24.0,43.0,23.0,38.0,7.0,2.0,49.0,2.0,11.0,1.0,0.256,0.335,0.317,0.652,0.308,95.3,2.39
577,318,강정길,1962-07-25,빙,1991,DH,30,115.0,338.0,284.0,35.0,81.0,18.0,2.0,13.0,142.0,60.0,2.0,2.0,42.0,3.0,1.0,60.0,8.0,7.0,2.0,0.285,0.381,0.5,0.881,0.392,143.1,2.38
578,149,나지완,1985-05-19,K,2009,LF,25,128.0,457.0,384.0,58.0,101.0,12.0,0.0,23.0,182.0,73.0,4.0,1.0,58.0,8.0,3.0,90.0,9.0,3.0,4.0,0.263,0.368,0.474,0.842,0.37,113.6,2.36
579,149,나지완,1985-05-19,K,2018,DH,34,114.0,379.0,317.0,50.0,86.0,18.0,0.0,26.0,182.0,78.0,0.0,0.0,38.0,19.0,2.0,81.0,14.0,0.0,5.0,0.271,0.377,0.574,0.951,0.397,134.3,2.35
580,5,장종훈,1968-04-10,한,2000,1B,33,127.0,512.0,447.0,66.0,118.0,19.0,0.0,28.0,221.0,81.0,1.0,3.0,52.0,11.0,5.0,114.0,15.0,0.0,2.0,0.264,0.354,0.494,0.848,0.369,118.6,2.35
581,129,강석천,1967-12-07,한,2000,3B,34,123.0,487.0,433.0,57.0,124.0,24.0,2.0,7.0,173.0,49.0,15.0,8.0,34.0,10.0,2.0,61.0,18.0,5.0,5.0,0.286,0.349,0.4,0.748,0.335,96.5,2.35
582,311,이명기,1987-12-26,K,2017,RF,31,115.0,512.0,464.0,79.0,154.0,24.0,4.0,9.0,213.0,63.0,8.0,7.0,28.0,3.0,0.0,57.0,2.0,14.0,3.0,0.332,0.372,0.459,0.831,0.361,108.7,2.33
583,174,이숭용,1971-03-10,현,2004,1B,34,133.0,549.0,468.0,60.0,137.0,29.0,0.0,9.0,193.0,85.0,0.0,3.0,58.0,13.0,6.0,87.0,17.0,4.0,6.0,0.293,0.382,0.412,0.794,0.364,116.5,2.32
584,128,김형석,1962-08-18,O,1986,RF,25,107.0,405.0,364.0,44.0,104.0,8.0,5.0,8.0,146.0,47.0,8.0,8.0,25.0,3.0,2.0,51.0,8.0,6.0,7.0,0.286,0.331,0.401,0.732,0.337,117.6,2.32
585,325,김윤환,1957-08-01,청,1987,LF,31,89.0,282.0,237.0,30.0,67.0,17.0,3.0,6.0,108.0,42.0,13.0,5.0,34.0,0.0,0.0,37.0,6.0,10.0,1.0,0.283,0.371,0.456,0.827,0.374,132.2,2.3
586,75,류중일,1963-04-28,삼,1994,SS,32,36.0,152.0,131.0,22.0,43.0,8.0,3.0,4.0,69.0,22.0,5.0,1.0,16.0,2.0,0.0,19.0,4.0,1.0,2.0,0.328,0.404,0.527,0.931,0.418,168.1,2.29
587,257,윤석민,1985-09-04,두,2012,3B,28,109.0,320.0,289.0,25.0,84.0,9.0,2.0,10.0,127.0,48.0,2.0,1.0,18.0,2.0,0.0,54.0,12.0,3.0,8.0,0.291,0.328,0.439,0.768,0.35,118.0,2.29
588,120,이동수,1973-03-24,S,2000,3B,28,96.0,274.0,224.0,34.0,58.0,11.0,1.0,14.0,113.0,40.0,1.0,2.0,34.0,10.0,0.0,73.0,5.0,1.0,5.0,0.259,0.374,0.504,0.878,0.383,127.9,2.29
589,140,채태인,1982-10-11,삼,2014,1B,33,124.0,541.0,492.0,69.0,156.0,38.0,1.0,14.0,238.0,99.0,1.0,0.0,41.0,2.0,1.0,91.0,8.0,0.0,6.0,0.317,0.368,0.484,0.852,0.378,109.7,2.29
590,136,김대익,1973-06-03,롯,1996,CF,24,84.0,263.0,237.0,39.0,67.0,15.0,2.0,6.0,104.0,28.0,13.0,4.0,18.0,1.0,0.0,38.0,2.0,3.0,4.0,0.283,0.331,0.439,0.77,0.347,120.2,2.28
591,185,김상훈,1960-07-06,M,1985,1B,26,98.0,395.0,360.0,33.0,108.0,23.0,4.0,5.0,154.0,51.0,4.0,4.0,29.0,2.0,3.0,42.0,7.0,0.0,4.0,0.3,0.352,0.428,0.78,0.359,125.1,2.28
592,66,박종호,1973-07-27,삼,2005,2B,33,119.0,484.0,392.0,63.0,105.0,21.0,0.0,4.0,138.0,36.0,5.0,2.0,46.0,18.0,1.0,48.0,4.0,25.0,3.0,0.268,0.368,0.352,0.72,0.325,94.8,2.28
593,8,브룸바,1974-04-21,히,2008,DH,35,102.0,420.0,358.0,39.0,105.0,17.0,0.0,13.0,161.0,61.0,1.0,1.0,56.0,2.0,6.0,79.0,12.0,0.0,4.0,0.293,0.388,0.45,0.838,0.385,133.5,2.27
594,97,김선빈,1989-12-18,K,2010,SS,22,115.0,406.0,348.0,40.0,102.0,14.0,2.0,1.0,123.0,28.0,23.0,7.0,34.0,6.0,0.0,44.0,5.0,14.0,4.0,0.293,0.362,0.353,0.716,0.328,90.5,2.27
595,157,김주찬,1981-03-25,롯,2009,1B,29,109.0,479.0,435.0,77.0,135.0,30.0,5.0,7.0,196.0,51.0,34.0,7.0,28.0,6.0,0.0,56.0,7.0,4.0,6.0,0.31,0.356,0.451,0.806,0.359,105.7,2.26
596,100,고영민,1984-02-08,두,2006,2B,23,116.0,359.0,315.0,38.0,85.0,15.0,5.0,2.0,116.0,29.0,14.0,10.0,24.0,12.0,0.0,59.0,6.0,7.0,1.0,0.27,0.344,0.368,0.712,0.331,108.1,2.26
597,328,김실,1967-06-03,쌍,1996,RF,30,124.0,487.0,419.0,53.0,122.0,19.0,6.0,0.0,153.0,38.0,6.0,8.0,46.0,2.0,1.0,49.0,4.0,19.0,1.0,0.291,0.363,0.365,0.728,0.329,108.6,2.24
598,35,송지만,1973-03-02,한,2001,RF,29,108.0,391.0,344.0,55.0,98.0,19.0,0.0,22.0,183.0,69.0,5.0,6.0,36.0,4.0,4.0,69.0,9.0,4.0,3.0,0.285,0.357,0.532,0.889,0.383,121.3,2.24
599,62,전준우,1986-02-25,롯,2014,CF,29,113.0,470.0,415.0,69.0,121.0,23.0,2.0,14.0,190.0,66.0,7.0,4.0,34.0,9.0,0.0,71.0,10.0,9.0,3.0,0.292,0.356,0.458,0.814,0.357,97.8,2.24
600,264,원원근,1967-03-02,태,1989,SS,23,109.0,257.0,228.0,24.0,70.0,10.0,2.0,3.0,93.0,38.0,5.0,5.0,21.0,2.0,1.0,30.0,6.0,5.0,1.0,0.307,0.369,0.408,0.777,0.363,124.1,2.23
601,329,이병훈,1967-05-17,L,1992,RF,26,91.0,286.0,263.0,34.0,79.0,10.0,0.0,16.0,137.0,45.0,1.0,1.0,20.0,2.0,0.0,38.0,10.0,0.0,1.0,0.3,0.353,0.521,0.874,0.39,136.9,2.23
602,54,유한준,1981-07-01,넥,2011,RF,31,121.0,511.0,447.0,64.0,129.0,23.0,2.0,3.0,165.0,54.0,4.0,3.0,52.0,4.0,3.0,63.0,11.0,4.0,4.0,0.289,0.365,0.369,0.734,0.345,106.8,2.22
603,125,이해창,1953-04-23,삼,1986,LF,34,95.0,260.0,238.0,44.0,75.0,14.0,2.0,3.0,102.0,19.0,7.0,6.0,17.0,1.0,0.0,28.0,1.0,2.0,2.0,0.315,0.361,0.429,0.789,0.369,140.1,2.22
604,223,강영수,1965-02-10,O,1991,LF,27,107.0,361.0,303.0,42.0,72.0,11.0,2.0,15.0,132.0,47.0,2.0,3.0,53.0,1.0,2.0,76.0,4.0,2.0,2.0,0.238,0.351,0.436,0.787,0.359,121.2,2.2
605,160,김강민,1982-09-13,S,2016,CF,35,115.0,422.0,366.0,59.0,109.0,21.0,0.0,10.0,160.0,47.0,12.0,5.0,32.0,12.0,2.0,89.0,5.0,10.0,2.0,0.298,0.371,0.437,0.809,0.36,100.7,2.19
606,330,고메즈,1988-03-05,S,2016,SS,29,117.0,492.0,456.0,74.0,129.0,31.0,0.0,21.0,223.0,62.0,16.0,8.0,25.0,5.0,2.0,87.0,11.0,2.0,4.0,0.283,0.325,0.489,0.814,0.353,95.5,2.19
607,17,박재홍,1973-09-07,현,2001,DH,29,127.0,570.0,489.0,75.0,139.0,20.0,3.0,18.0,219.0,80.0,7.0,7.0,74.0,2.0,2.0,86.0,12.0,0.0,5.0,0.284,0.377,0.448,0.825,0.375,117.1,2.18
608,59,전준호,1969-02-15,히,2008,LF,40,114.0,391.0,352.0,44.0,109.0,16.0,5.0,1.0,138.0,24.0,16.0,11.0,35.0,1.0,2.0,41.0,5.0,1.0,2.0,0.31,0.372,0.392,0.764,0.359,116.0,2.18
609,214,이대형,1983-07-19,k,2015,CF,33,140.0,616.0,546.0,86.0,165.0,23.0,3.0,0.0,194.0,37.0,44.0,14.0,53.0,6.0,0.0,92.0,5.0,10.0,1.0,0.302,0.37,0.355,0.725,0.337,88.9,2.18
610,36,양의지,1987-06-05,두,2013,C,27,114.0,367.0,311.0,37.0,77.0,19.0,0.0,7.0,117.0,57.0,6.0,1.0,36.0,8.0,1.0,50.0,11.0,9.0,3.0,0.248,0.338,0.376,0.714,0.329,90.9,2.18
611,262,김준환,1955-05-19,해,1985,RF,31,99.0,373.0,336.0,45.0,101.0,20.0,0.0,5.0,136.0,38.0,7.0,6.0,27.0,4.0,0.0,29.0,10.0,1.0,5.0,0.301,0.355,0.405,0.76,0.354,120.6,2.18
612,276,김성현,1963-08-21,삼,1995,C,33,99.0,251.0,227.0,22.0,62.0,11.0,1.0,7.0,96.0,36.0,2.0,1.0,15.0,4.0,1.0,43.0,7.0,4.0,1.0,0.273,0.328,0.423,0.751,0.336,116.2,2.18
613,333,신경현,1975-11-28,한,2005,C,31,110.0,358.0,321.0,38.0,89.0,15.0,1.0,4.0,118.0,23.0,2.0,3.0,29.0,2.0,0.0,47.0,8.0,3.0,3.0,0.277,0.338,0.368,0.706,0.327,95.8,2.17
614,125,이해창,1953-04-23,청,1987,SS,35,105.0,372.0,327.0,55.0,76.0,14.0,3.0,3.0,105.0,23.0,54.0,19.0,37.0,1.0,0.0,52.0,3.0,4.0,3.0,0.232,0.31,0.321,0.631,0.301,81.5,2.17
615,52,조인성,1975-05-25,L,2002,C,28,124.0,391.0,362.0,36.0,97.0,21.0,2.0,9.0,149.0,48.0,3.0,0.0,14.0,5.0,0.0,82.0,11.0,5.0,5.0,0.268,0.301,0.412,0.712,0.31,86.7,2.17
616,295,김성현,1987-03-09,S,2015,SS,29,129.0,449.0,397.0,49.0,118.0,20.0,0.0,8.0,162.0,48.0,1.0,4.0,31.0,7.0,0.0,42.0,14.0,12.0,2.0,0.297,0.357,0.408,0.765,0.341,97.3,2.15
617,67,정수근,1977-01-20,두,2003,CF,27,89.0,294.0,262.0,32.0,84.0,11.0,3.0,0.0,101.0,17.0,15.0,7.0,24.0,4.0,1.0,27.0,1.0,2.0,2.0,0.321,0.384,0.386,0.769,0.354,111.8,2.15
618,153,김민호,1969-03-19,두,1999,SS,31,132.0,515.0,458.0,70.0,125.0,17.0,6.0,3.0,163.0,46.0,37.0,5.0,33.0,7.0,1.0,65.0,8.0,13.0,4.0,0.273,0.329,0.356,0.685,0.304,72.0,2.15
619,191,이명수,1966-07-29,O,1989,SS,24,96.0,307.0,257.0,27.0,65.0,11.0,2.0,5.0,95.0,31.0,1.0,4.0,41.0,1.0,0.0,47.0,3.0,7.0,1.0,0.253,0.357,0.37,0.726,0.343,110.7,2.14
620,340,김성갑,1962-05-03,빙,1989,3B,28,103.0,348.0,284.0,47.0,69.0,18.0,2.0,4.0,103.0,45.0,12.0,7.0,45.0,5.0,0.0,27.0,6.0,10.0,4.0,0.243,0.352,0.363,0.715,0.336,105.1,2.13
621,342,손지환,1978-11-13,K,2005,3B,28,107.0,357.0,316.0,37.0,88.0,13.0,0.0,11.0,134.0,44.0,1.0,2.0,24.0,9.0,1.0,29.0,6.0,5.0,3.0,0.278,0.344,0.424,0.768,0.346,109.1,2.13
622,307,필,1984-09-09,K,2016,1B,33,132.0,544.0,499.0,71.0,156.0,37.0,1.0,20.0,255.0,86.0,10.0,3.0,33.0,5.0,0.0,70.0,16.0,0.0,7.0,0.313,0.357,0.511,0.868,0.382,113.9,2.12
623,119,박경수,1984-03-31,L,2004,3B,21,92.0,388.0,328.0,50.0,88.0,15.0,0.0,6.0,121.0,33.0,7.0,6.0,40.0,13.0,1.0,72.0,6.0,4.0,3.0,0.268,0.367,0.369,0.736,0.345,103.6,2.12
624,343,정현석,1984-03-01,한,2013,CF,30,121.0,403.0,356.0,47.0,102.0,15.0,1.0,4.0,131.0,27.0,4.0,5.0,37.0,7.0,1.0,64.0,14.0,3.0,0.0,0.287,0.365,0.368,0.733,0.349,104.4,2.12
625,273,신경식,1961-01-19,O,1982,1B,22,77.0,320.0,293.0,40.0,98.0,21.0,3.0,4.0,137.0,54.0,14.0,8.0,20.0,3.0,8.0,17.0,2.0,1.0,3.0,0.334,0.379,0.468,0.847,0.376,129.4,2.11
626,233,김일권,1956-09-20,태,1989,CF,34,113.0,437.0,383.0,48.0,100.0,23.0,1.0,1.0,128.0,28.0,62.0,22.0,36.0,1.0,3.0,19.0,8.0,14.0,3.0,0.261,0.324,0.334,0.658,0.305,84.4,2.11
627,255,이승희,1959-04-03,O,1986,3B,28,82.0,239.0,215.0,19.0,66.0,9.0,4.0,2.0,89.0,28.0,5.0,4.0,15.0,1.0,0.0,30.0,4.0,6.0,2.0,0.307,0.352,0.414,0.766,0.352,128.7,2.1
628,5,장종훈,1968-04-10,한,1998,1B,31,118.0,489.0,437.0,60.0,120.0,17.0,1.0,17.0,190.0,66.0,3.0,5.0,41.0,7.0,5.0,69.0,13.0,0.0,4.0,0.275,0.344,0.435,0.778,0.346,116.0,2.1
629,345,강백호,1999-07-29,K,2018,LF,20,138.0,585.0,527.0,108.0,153.0,32.0,2.0,29.0,276.0,84.0,3.0,5.0,52.0,3.0,0.0,124.0,4.0,0.0,3.0,0.29,0.356,0.524,0.879,0.375,115.3,2.1
630,193,김용희,1955-10-04,롯,1982,3B,28,63.0,263.0,232.0,33.0,66.0,7.0,0.0,11.0,106.0,38.0,4.0,1.0,25.0,3.0,2.0,19.0,12.0,0.0,3.0,0.284,0.357,0.457,0.814,0.366,122.6,2.1
631,73,박한이,1979-01-28,삼,2009,RF,31,110.0,394.0,334.0,48.0,104.0,29.0,2.0,2.0,143.0,36.0,7.0,5.0,50.0,1.0,2.0,44.0,7.0,6.0,3.0,0.311,0.4,0.428,0.828,0.373,115.4,2.09
632,215,이원석,1986-10-21,두,2009,3B,24,125.0,414.0,376.0,49.0,112.0,20.0,4.0,9.0,167.0,53.0,2.0,6.0,28.0,5.0,2.0,52.0,15.0,0.0,5.0,0.298,0.35,0.444,0.794,0.354,102.9,2.09
633,207,허규옥,1956-08-08,롯,1989,LF,34,96.0,372.0,330.0,34.0,93.0,13.0,4.0,3.0,123.0,28.0,14.0,4.0,36.0,0.0,1.0,58.0,6.0,5.0,1.0,0.282,0.352,0.373,0.724,0.343,110.0,2.09
634,56,김성한,1958-05-18,해,1984,1B,27,98.0,410.0,365.0,48.0,94.0,16.0,2.0,12.0,150.0,41.0,7.0,5.0,39.0,4.0,2.0,59.0,6.0,0.0,2.0,0.258,0.334,0.411,0.745,0.346,119.0,2.09
635,347,정수성,1978-03-04,현,2005,CF,28,118.0,429.0,366.0,53.0,100.0,14.0,5.0,0.0,124.0,19.0,29.0,5.0,21.0,20.0,0.0,76.0,9.0,19.0,3.0,0.273,0.344,0.339,0.683,0.31,84.6,2.08
636,348,최계영,1963-09-03,롯,1988,CF,26,97.0,299.0,242.0,43.0,73.0,8.0,3.0,2.0,93.0,29.0,14.0,12.0,36.0,3.0,1.0,19.0,4.0,15.0,3.0,0.302,0.394,0.384,0.779,0.35,115.5,2.08
637,257,윤석민,1985-09-04,넥k,2017,DH,33,142.0,586.0,538.0,90.0,168.0,30.0,1.0,20.0,260.0,105.0,0.0,1.0,33.0,8.0,0.0,85.0,24.0,0.0,7.0,0.312,0.357,0.483,0.84,0.368,113.1,2.08
638,96,안경현,1970-02-13,두,2000,2B,31,114.0,377.0,328.0,48.0,91.0,16.0,1.0,9.0,136.0,39.0,1.0,0.0,35.0,6.0,1.0,29.0,8.0,5.0,3.0,0.277,0.355,0.415,0.77,0.343,101.7,2.08
639,129,강석천,1967-12-07,빙,1992,3B,26,109.0,430.0,393.0,57.0,101.0,21.0,5.0,12.0,168.0,54.0,9.0,5.0,28.0,3.0,2.0,46.0,13.0,4.0,2.0,0.257,0.31,0.427,0.737,0.328,94.2,2.07
640,297,김상훈,1977-10-27,K,2004,C,28,128.0,439.0,389.0,39.0,102.0,21.0,0.0,8.0,147.0,45.0,2.0,1.0,33.0,1.0,0.0,66.0,11.0,13.0,3.0,0.262,0.319,0.378,0.697,0.313,82.4,2.07
641,157,김주찬,1981-03-25,롯,2004,3B,24,120.0,503.0,450.0,53.0,109.0,20.0,5.0,7.0,160.0,42.0,44.0,10.0,32.0,13.0,0.0,92.0,7.0,6.0,2.0,0.242,0.31,0.356,0.665,0.307,77.8,2.07
642,349,조경택,1970-11-25,한,1996,C,27,123.0,386.0,325.0,24.0,84.0,14.0,3.0,2.0,110.0,39.0,1.0,4.0,25.0,14.0,1.0,56.0,8.0,19.0,3.0,0.258,0.335,0.338,0.674,0.303,89.8,2.07
643,215,이원석,1986-10-21,두,2012,3B,27,107.0,372.0,325.0,36.0,87.0,13.0,2.0,8.0,128.0,42.0,1.0,1.0,30.0,5.0,4.0,35.0,16.0,10.0,2.0,0.268,0.337,0.394,0.731,0.331,105.1,2.06
644,147,채종범,1977-12-03,S,2004,RF,28,104.0,376.0,321.0,48.0,94.0,21.0,2.0,7.0,140.0,43.0,2.0,5.0,33.0,11.0,0.0,44.0,9.0,7.0,4.0,0.293,0.374,0.436,0.81,0.367,118.9,2.06
645,159,조경환,1972-08-27,롯,1999,RF,28,118.0,383.0,342.0,49.0,97.0,22.0,2.0,19.0,180.0,65.0,1.0,3.0,29.0,5.0,0.0,108.0,4.0,5.0,2.0,0.284,0.347,0.526,0.873,0.369,115.9,2.05
646,275,김바위,1955-04-08,청,1987,2B,33,102.0,396.0,351.0,46.0,87.0,15.0,1.0,9.0,131.0,53.0,6.0,5.0,41.0,0.0,3.0,45.0,10.0,2.0,2.0,0.248,0.325,0.373,0.698,0.328,100.2,2.05
647,247,김창희,1973-07-03,해,1999,CF,27,117.0,412.0,341.0,55.0,89.0,12.0,0.0,10.0,131.0,39.0,5.0,5.0,57.0,7.0,1.0,58.0,6.0,7.0,0.0,0.261,0.378,0.384,0.762,0.345,100.1,2.05
648,286,나주환,1984-06-14,S,2017,SS,34,122.0,452.0,419.0,69.0,122.0,24.0,1.0,19.0,205.0,65.0,0.0,3.0,19.0,5.0,3.0,85.0,15.0,8.0,1.0,0.291,0.329,0.489,0.818,0.347,98.4,2.03
